y_apoya_aumento,w_norm,P41,P42,p43_grupo,mod0_5,mod0_1_dep,idx_capital_informativo,idx_participacion_cultural_cientifica,idx_confianza_valoracion_cientificos,idx_institucionalidad_cti,idx_optimismo_tecnocientifico,idx_actitudes_ia_riesgos_beneficios,idx_percepcion_capacidades_nacionales,idx_contexto_pais,perfil
1.0,0.8879381264826121,Varón,80,educación superior,A,Lambayeque,-0.7506402852396977,-0.3182839434380981,-0.049252569354387016,-0.6940952560698639,-0.582613365176446,-0.2305219420653967,-1.01529946116251,-0.07676487067588238,1
0.0,0.40039962442126337,Varón,29,educación superior,A,Loreto,-0.12766503132441748,0.4562708126396853,-0.7227668059884813,-0.554475752355181,-0.3762941285880312,-0.5911345354322308,-0.7172881386936051,0.5688594038860743,1
1.0,0.636102444228568,Varón,54,educación básica,C,Cusco,-0.47442020083136477,-1.1903495129770263,0.00636998358674992,0.8212736734369505,0.2561327003030706,-0.6668213464922026,-0.7210933491025576,-0.9894333630854995,1
1.0,0.4427814456412548,Mujer,35,educación superior,B,Junín,0.09607814601607753,0.277764365552996,0.297448340015899,-0.2283199451063049,0.7112307009807346,0.3892747454765809,-0.7246597518276815,0.5688594038860743,3
1.0,0.8879381264826121,Mujer,24,educación superior,C,Lambayeque,0.4160723282528238,0.578618275864272,0.6307059748055162,0.5496541970660225,-0.19409944530010179,0.20248307769135143,0.2941023923395544,0.8657382002494721,2
1.0,1.133040413563988,Varón,59,educación media,C,La Libertad,0.8680103568809046,1.2888123982032598,0.015445932300530147,0.7514059177531689,-0.03853230724144883,-0.014664023427453453,-0.5525237154241106,0.25887338126762965,2
1.0,0.4427814456412548,Varón,57,educación superior,C,Junín,0.7117122304421932,0.7316640985734773,0.9943584686753937,0.41547490578728885,-0.549610306232786,-0.42874709355743434,0.2892640393445977,-0.07369898562552454,2
0.0,1.9475912539255735,Mujer,48,educación básica,C,Lima,0.3654929257735203,-0.15266915576479523,0.024114013912944408,0.06584043982069333,-0.060449610956200585,0.010325353845070856,0.5200410652024396,0.524801134974978,3
0.0,0.6094400561917035,Mujer,70,educación media,B,Arequipa,-0.4076877766155756,-0.607834837074166,-0.7177257012072391,0.012330093368414988,-0.1973168959742765,-0.1753706169326754,-0.7104281989522228,-0.386750893294327,1
1.0,0.6057317449894515,Mujer,32,educación superior,C,Áncash,0.4987061072761959,-0.01473413744798677,0.012732339181166263,0.5575821384241422,0.6186253873570338,0.2677293475138087,1.1265427671514323,-0.04999617721050285,3
0.0,0.6094400561917035,Mujer,28,educación media,E,Arequipa,0.4350503529144443,1.8988428463852378,0.06196062797742071,-0.3812345834721639,0.08293794909650157,-0.11854242690808117,-0.6302501558073244,-0.07369898562552454,3
1.0,0.6094400561917035,Varón,42,educación superior,B,Arequipa,-0.45481420917293885,-0.29480836564165563,-0.515831529978576,-0.3776425301841577,-0.13013730998110246,-0.0005164058936593455,-0.08869866458144324,-0.03800541509576836,1
1.0,1.133040413563988,Mujer,21,educación superior,B,La Libertad,-0.27210495506574195,-0.7439091172615808,0.26747282314494375,-0.2303114449305255,0.35616534082490553,0.7024913893188666,0.4388551941884796,0.5688594038860743,3
